id,tweetid,guid,link,author,title,description,pubdate,source,favorite_count,retweet_count,lang,quoted_text,tweet_type,in_reply_to_screen_name,in_reply_to_user_id,in_reply_to_status_id,retweeted_screen_name,retweeted_user_id,retweeted_status_id,user_id,profile_image_url,user_statuses_count,user_friends_count,user_followers_count,user_created_at,user_bio,user_location,user_verified,
453,1461306761147604993,"https://twitter.com/ftnamj/statuses/1461306761147604993","https://twitter.com/ftnamj/statuses/1461306761147604993","ftnamj","RT @FyraAfira: Untuk item melur shirt sampai Qaira comfort shirt, boleh check dalam group telegram fyr tau 🥰🥰 sebab item dia sikit sangat n…","Untuk item melur shirt sampai Qaira comfort shirt, boleh check dalam group telegram fyr tau 🥰🥰 sebab item dia sikit sangat nak tunjuk haha but srs berbaloi grab ❤️❤️   Pleated skirt soft blue only for RM29 🥵 https://t.co/pnLmeHWBrf","2021-11-18 07:14:16","Twitter Web App",0,38,"in","","retweet","",0,0,"FyraAfira",938976134,1460819818836234242,1218099002425561089,"https://pbs.twimg.com/profile_images/1439046893787443201/5q2AuXx-_normal.jpg",13982,322,658,"2020-01-17 04:13:39","ey ola! ♡´･ᴗ･`♡  bronis chips 💌 🚛 Postage, COD 🛵 every Thursday  🏡 Based in Cheras, KL","Cheras,Kuala Lumpur ","",
454,1461306759977398272,"https://twitter.com/jeonistlismmm/statuses/1461306759977398272","https://twitter.com/jeonistlismmm/statuses/1461306759977398272","jeonistlismmm","@GrabID Yuk, Merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE  💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜  7.247","@GrabID Yuk, Merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE  💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜  7.247","2021-11-18 07:14:16","Twitter for Android",0,0,"in","","reply","jeonistlismmm",1311609396342845440,1459843275720777728,"",0,0,1311609396342845440,"https://pbs.twimg.com/profile_images/1459903641024819200/QdFY7eIx_normal.jpg",56626,291,297,"2020-10-01 06:10:38","💜","100%+sun🌻","",
455,1461306744454279168,"https://twitter.com/jeonistlismmm/statuses/1461306744454279168","https://twitter.com/jeonistlismmm/statuses/1461306744454279168","jeonistlismmm","@GrabID Yuk, Merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE  💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜  7.246","@GrabID Yuk, Merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE  💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜  7.246","2021-11-18 07:14:12","Twitter for Android",0,0,"in","","reply","jeonistlismmm",1311609396342845440,1459843275720777728,"",0,0,1311609396342845440,"https://pbs.twimg.com/profile_images/1459903641024819200/QdFY7eIx_normal.jpg",56626,291,297,"2020-10-01 06:10:38","💜","100%+sun🌻","",
456,1461306729870675979,"https://twitter.com/jeonistlismmm/statuses/1461306729870675979","https://twitter.com/jeonistlismmm/statuses/1461306729870675979","jeonistlismmm","@GrabID Yuk, Merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE  💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜  7.245","@GrabID Yuk, Merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE  💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜  7.245","2021-11-18 07:14:08","Twitter for Android",0,0,"in","","reply","jeonistlismmm",1311609396342845440,1459843275720777728,"",0,0,1311609396342845440,"https://pbs.twimg.com/profile_images/1459903641024819200/QdFY7eIx_normal.jpg",56626,291,297,"2020-10-01 06:10:38","💜","100%+sun🌻","",
457,1461306714200764421,"https://twitter.com/jeonistlismmm/statuses/1461306714200764421","https://twitter.com/jeonistlismmm/statuses/1461306714200764421","jeonistlismmm","@GrabID Yuk, Merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE  💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜  7.244","@GrabID Yuk, Merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE  💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜  7.244","2021-11-18 07:14:05","Twitter for Android",0,0,"in","","reply","jeonistlismmm",1311609396342845440,1459843275720777728,"",0,0,1311609396342845440,"https://pbs.twimg.com/profile_images/1459903641024819200/QdFY7eIx_normal.jpg",56626,291,297,"2020-10-01 06:10:38","💜","100%+sun🌻","",
458,1461306664133357572,"https://twitter.com/smolshop/statuses/1461306664133357572","https://twitter.com/smolshop/statuses/1461306664133357572","smolshop","RT @munchieluna: Korang taktahu nak beli makanan apa untuk kudap kudap? Why not korang grab ✨Popcorn caramel homemade✨ ni  Dahh lah murah s…","Korang taktahu nak beli makanan apa untuk kudap kudap? Why not korang grab ✨Popcorn caramel homemade✨ ni  Dahh lah murah small pack Rm20 je😍😍 tapi percaya lah yang small pack tu confirm tak cukup🤣 https://t.co/uItSXa1ITy","2021-11-18 07:13:53","Twitter for Android",0,35,"in","","retweet","",0,0,"munchieluna",1231568537946210304,1461300376771072002,1066550058873540608,"https://pbs.twimg.com/profile_images/1443778799225638919/rd0ZeIbx_normal.jpg",8861,379,485,"2018-11-24 23:32:04","✨PREMIUM/STANDARD/STUDENT PLANNER ✨ go to media to see full catalogue 😍 DM to order yours now! PM  https://t.co/Bhb1iETQZE Postage seluruh Malaysia","","",
459,1461306595862745090,"https://twitter.com/nrhzwani1_/statuses/1461306595862745090","https://twitter.com/nrhzwani1_/statuses/1461306595862745090","nrhzwani1_","RT @shopwithikin: Siapa yang suka body scrub tu, korang please grab Brightening Body Scrub Temyracle ni !! Tengok gambar pun kita dah tau t…","Siapa yang suka body scrub tu, korang please grab Brightening Body Scrub Temyracle ni !! Tengok gambar pun kita dah tau tahap wangi dia macamana 🙈🙈  https://t.co/TuwQykznTF https://t.co/FysB2UOZLq","2021-11-18 07:13:36","Twitter for iPhone",0,72,"in","","retweet","",0,0,"shopwithikin",1165462551460638721,1460506648192061446,1190602909588705280,"https://pbs.twimg.com/profile_images/1225714263978721281/B4YHwx1U_normal.jpg",23613,602,649,"2019-11-02 08:13:58","ordinary girl","","",
460,1461306584651362311,"https://twitter.com/smolshop/statuses/1461306584651362311","https://twitter.com/smolshop/statuses/1461306584651362311","smolshop","RT @arelyevea: Lepastu customer ni minta tyra tulis jeeee apa apa ayat utk cheer her mood 🥺🥺 Semoga customer tyra ni dimewahkan rezeki &amp; ha…","Lepastu customer ni minta tyra tulis jeeee apa apa ayat utk cheer her mood 🥺🥺 Semoga customer tyra ni dimewahkan rezeki &amp; happy selalu. Aamiin✨  Btw, she\'s grab Initial Ring tau! RM30 ONLY, can make urself or ur loved ones happy ❤❤🥰 https://t.co/bQ4SgGW8Ry","2021-11-18 07:13:34","Twitter for Android",0,123,"in","","retweet","",0,0,"arelyevea",1557467034,1425275996324827138,1066550058873540608,"https://pbs.twimg.com/profile_images/1443778799225638919/rd0ZeIbx_normal.jpg",8861,379,485,"2018-11-24 23:32:04","✨PREMIUM/STANDARD/STUDENT PLANNER ✨ go to media to see full catalogue 😍 DM to order yours now! PM  https://t.co/Bhb1iETQZE Postage seluruh Malaysia","","",
461,1461306549461155840,"https://twitter.com/gobyflamivour/statuses/1461306549461155840","https://twitter.com/gobyflamivour/statuses/1461306549461155840","gobyflamivour","@bertanyarl Sorry oot  LES PRIVATE MATEMATIKA ✅ Zoom / Google Meet ✅Tanpa batasan waktu ✅ Bayar per hari ✅ Bayar setelah selesai  ✅ Waktu fleksibel  💸💸 Rp. 15.000/Pertemuan  Bebas request materi  GRAB IT FAST!!!!","@bertanyarl Sorry oot  LES PRIVATE MATEMATIKA ✅ Zoom / Google Meet ✅Tanpa batasan waktu ✅ Bayar per hari ✅ Bayar setelah selesai  ✅ Waktu fleksibel  💸💸 Rp. 15.000/Pertemuan  Bebas request materi  GRAB IT FAST!!!!","2021-11-18 07:13:25","Twitter for Android",0,0,"in","","reply","bertanyarl",740913957293068289,1461288091285479426,"",0,0,1391279545689337859,"https://pbs.twimg.com/profile_images/1458764145898123269/RxJDlk8z_normal.jpg",164,99,67,"2021-05-09 02:31:18","PO 2nd SOLO ALBUM KAI || TABUNGAN NCT 2021 || Les private matematika mulai 5k/jam","","",
462,1461306527323602947,"https://twitter.com/jeonistlismmm/statuses/1461306527323602947","https://twitter.com/jeonistlismmm/statuses/1461306527323602947","jeonistlismmm","@GrabID Yuk, Merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE  💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜  7.243","@GrabID Yuk, Merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE  💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜  7.243","2021-11-18 07:13:20","Twitter for Android",0,0,"in","","reply","jeonistlismmm",1311609396342845440,1459843275720777728,"",0,0,1311609396342845440,"https://pbs.twimg.com/profile_images/1459903641024819200/QdFY7eIx_normal.jpg",56626,291,297,"2020-10-01 06:10:38","💜","100%+sun🌻","",
463,1461306512681308160,"https://twitter.com/jeonistlismmm/statuses/1461306512681308160","https://twitter.com/jeonistlismmm/statuses/1461306512681308160","jeonistlismmm","@GrabID Yuk, Merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE  💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜  7.242","@GrabID Yuk, Merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE  💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜  7.242","2021-11-18 07:13:17","Twitter for Android",0,0,"in","","reply","jeonistlismmm",1311609396342845440,1459843275720777728,"",0,0,1311609396342845440,"https://pbs.twimg.com/profile_images/1459903641024819200/QdFY7eIx_normal.jpg",56626,291,297,"2020-10-01 06:10:38","💜","100%+sun🌻","",
464,1461306493718786050,"https://twitter.com/jeonistlismmm/statuses/1461306493718786050","https://twitter.com/jeonistlismmm/statuses/1461306493718786050","jeonistlismmm","@GrabID Yuk, Merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE  💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜  7.241","@GrabID Yuk, Merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE  💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜  7.241","2021-11-18 07:13:12","Twitter for Android",0,0,"in","","reply","jeonistlismmm",1311609396342845440,1459843275720777728,"",0,0,1311609396342845440,"https://pbs.twimg.com/profile_images/1459903641024819200/QdFY7eIx_normal.jpg",56626,291,297,"2020-10-01 06:10:38","💜","100%+sun🌻","",
465,1461306476056571907,"https://twitter.com/jeonistlismmm/statuses/1461306476056571907","https://twitter.com/jeonistlismmm/statuses/1461306476056571907","jeonistlismmm","@GrabID Yuk, Merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE  💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜  7.240","@GrabID Yuk, Merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE  💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜  7.240","2021-11-18 07:13:08","Twitter for Android",0,0,"in","","reply","jeonistlismmm",1311609396342845440,1459843275720777728,"",0,0,1311609396342845440,"https://pbs.twimg.com/profile_images/1459903641024819200/QdFY7eIx_normal.jpg",56626,291,297,"2020-10-01 06:10:38","💜","100%+sun🌻","",
466,1461306468020359177,"https://twitter.com/gobyflamivour/statuses/1461306468020359177","https://twitter.com/gobyflamivour/statuses/1461306468020359177","gobyflamivour","@bertanyarl Sorry oot   LES PRIVATE MATEMATIKA ✅ Zoom / Google Meet ✅Tanpa batasan waktu ✅ Bayar per hari ✅ Bayar setelah selesai  ✅ Waktu fleksibel  💸💸 Rp. 15.000/Pertemuan  Bebas request materi  GRAB IT FAST!!!!","@bertanyarl Sorry oot   LES PRIVATE MATEMATIKA ✅ Zoom / Google Meet ✅Tanpa batasan waktu ✅ Bayar per hari ✅ Bayar setelah selesai  ✅ Waktu fleksibel  💸💸 Rp. 15.000/Pertemuan  Bebas request materi  GRAB IT FAST!!!!","2021-11-18 07:13:06","Twitter for Android",0,0,"in","","reply","bertanyarl",740913957293068289,1461218887760945153,"",0,0,1391279545689337859,"https://pbs.twimg.com/profile_images/1458764145898123269/RxJDlk8z_normal.jpg",164,99,67,"2021-05-09 02:31:18","PO 2nd SOLO ALBUM KAI || TABUNGAN NCT 2021 || Les private matematika mulai 5k/jam","","",
467,1461306467676426243,"https://twitter.com/nnoribrah/statuses/1461306467676426243","https://twitter.com/nnoribrah/statuses/1461306467676426243","nnoribrah","RT @nisyaly: Iris Shawl code: English 🤍  Hot colours nii! Selalu tak sempat nak promote colour ni dah sold out dulu dah 😆 So korang kena gr…","Iris Shawl code: English 🤍  Hot colours nii! Selalu tak sempat nak promote colour ni dah sold out dulu dah 😆 So korang kena grab cepat cepat tau kalau nakk hehe  (RM17 only) 🛒 https://t.co/TSrodF94jR https://t.co/N6Vp2XKZT0","2021-11-18 07:13:06","Twitter for Android",0,96,"in","","retweet","",0,0,"nisyaly",1251086990516187137,1457526921659498501,1211507741811855360,"https://pbs.twimg.com/profile_images/1459005580056547332/8W0xNDeX_normal.jpg",11665,481,1183,"2019-12-29 23:42:28","SUPERVISOR SHAKLEE | choose shaklee & never regrets!✨ | jom glow up dengan set cantik ESP + VITAMIN C","Malacca","",
468,1461306460302819340,"https://twitter.com/jeonistlismmm/statuses/1461306460302819340","https://twitter.com/jeonistlismmm/statuses/1461306460302819340","jeonistlismmm","@GrabID Yuk, Merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE  💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜  7.239","@GrabID Yuk, Merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE  💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜  7.239","2021-11-18 07:13:04","Twitter for Android",0,0,"in","","reply","jeonistlismmm",1311609396342845440,1459843275720777728,"",0,0,1311609396342845440,"https://pbs.twimg.com/profile_images/1459903641024819200/QdFY7eIx_normal.jpg",56626,291,297,"2020-10-01 06:10:38","💜","100%+sun🌻","",
469,1461306444179931138,"https://twitter.com/jeonistlismmm/statuses/1461306444179931138","https://twitter.com/jeonistlismmm/statuses/1461306444179931138","jeonistlismmm","@GrabID Yuk, Merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE  💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜  7.238","@GrabID Yuk, Merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE  💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜  7.238","2021-11-18 07:13:00","Twitter for Android",0,0,"in","","reply","jeonistlismmm",1311609396342845440,1459843275720777728,"",0,0,1311609396342845440,"https://pbs.twimg.com/profile_images/1459903641024819200/QdFY7eIx_normal.jpg",56626,291,297,"2020-10-01 06:10:38","💜","100%+sun🌻","",
470,1461306402840793097,"https://twitter.com/jeonistlismmm/statuses/1461306402840793097","https://twitter.com/jeonistlismmm/statuses/1461306402840793097","jeonistlismmm","@GrabID Yuk, Merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE  💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜  7.237","@GrabID Yuk, Merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE  💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜  7.237","2021-11-18 07:12:50","Twitter for Android",0,0,"in","","reply","jeonistlismmm",1311609396342845440,1459843275720777728,"",0,0,1311609396342845440,"https://pbs.twimg.com/profile_images/1459903641024819200/QdFY7eIx_normal.jpg",56626,291,297,"2020-10-01 06:10:38","💜","100%+sun🌻","",
471,1461306387846164480,"https://twitter.com/asyikinidil/statuses/1461306387846164480","https://twitter.com/asyikinidil/statuses/1461306387846164480","asyikinidil","RT @FyraAfira: Pstttt heeladina ada clearance sales for certain item ‼️‼️   If korang suka heeladina &amp; takde collection ni lagi, korang waj…","Pstttt heeladina ada clearance sales for certain item ‼️‼️   If korang suka heeladina &amp; takde collection ni lagi, korang wajib grab cause takde restock lepasni 🥺 https://t.co/PF8H9MQTjv","2021-11-18 07:12:47","Twitter for Android",0,98,"in","","retweet","",0,0,"FyraAfira",938976134,1460817464460079108,443372992,"https://pbs.twimg.com/profile_images/1453342564468211720/q9tD3GVs_normal.jpg",11941,386,771,"2011-12-21 22:39:15","Agent Paparoger A010 | COD Alor Gajah, Masjid Tanah, Melaka |  https://t.co/DJU5qmIMNi | #addtocartwithikin","","",
472,1461306385694531584,"https://twitter.com/jeonistlismmm/statuses/1461306385694531584","https://twitter.com/jeonistlismmm/statuses/1461306385694531584","jeonistlismmm","@GrabID Yuk, Merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE  💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜  7.236","@GrabID Yuk, Merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE  💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜  7.236","2021-11-18 07:12:46","Twitter for Android",0,0,"in","","reply","jeonistlismmm",1311609396342845440,1459843275720777728,"",0,0,1311609396342845440,"https://pbs.twimg.com/profile_images/1459903641024819200/QdFY7eIx_normal.jpg",56626,291,297,"2020-10-01 06:10:38","💜","100%+sun🌻","",
473,1461306370595061767,"https://twitter.com/jeonistlismmm/statuses/1461306370595061767","https://twitter.com/jeonistlismmm/statuses/1461306370595061767","jeonistlismmm","@GrabID Yuk, Merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE  💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜  7.235","@GrabID Yuk, Merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE  💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜  7.235","2021-11-18 07:12:43","Twitter for Android",0,0,"in","","reply","jeonistlismmm",1311609396342845440,1459843275720777728,"",0,0,1311609396342845440,"https://pbs.twimg.com/profile_images/1459903641024819200/QdFY7eIx_normal.jpg",56626,291,297,"2020-10-01 06:10:38","💜","100%+sun🌻","",
474,1461306355969523715,"https://twitter.com/jeonistlismmm/statuses/1461306355969523715","https://twitter.com/jeonistlismmm/statuses/1461306355969523715","jeonistlismmm","@GrabID Yuk, Merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE  💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜  7.234","@GrabID Yuk, Merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE  💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜  7.234","2021-11-18 07:12:39","Twitter for Android",0,0,"in","","reply","jeonistlismmm",1311609396342845440,1459843275720777728,"",0,0,1311609396342845440,"https://pbs.twimg.com/profile_images/1459903641024819200/QdFY7eIx_normal.jpg",56626,291,297,"2020-10-01 06:10:38","💜","100%+sun🌻","",
475,1461306341364887553,"https://twitter.com/gobyflamivour/statuses/1461306341364887553","https://twitter.com/gobyflamivour/statuses/1461306341364887553","gobyflamivour","LES PRIVATE MATEMATIKA ✅ Zoom / Google Meet ✅Tanpa batasan waktu ✅ Bayar per hari ✅ Bayar setelah selesai  ✅ Waktu fleksibel  💸💸 Rp. 15.000/Pertemuan  Bebas request materi  GRAB IT FAST!!!!","LES PRIVATE MATEMATIKA ✅ Zoom / Google Meet ✅Tanpa batasan waktu ✅ Bayar per hari ✅ Bayar setelah selesai  ✅ Waktu fleksibel  💸💸 Rp. 15.000/Pertemuan  Bebas request materi  GRAB IT FAST!!!!","2021-11-18 07:12:36","Twitter for Android",0,0,"in","","original","",0,0,"",0,0,1391279545689337859,"https://pbs.twimg.com/profile_images/1458764145898123269/RxJDlk8z_normal.jpg",164,99,67,"2021-05-09 02:31:18","PO 2nd SOLO ALBUM KAI || TABUNGAN NCT 2021 || Les private matematika mulai 5k/jam","","",
476,1461306340580593666,"https://twitter.com/jeonistlismmm/statuses/1461306340580593666","https://twitter.com/jeonistlismmm/statuses/1461306340580593666","jeonistlismmm","@GrabID Yuk, Merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE  💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜  7.233","@GrabID Yuk, Merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE  💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜💚💜  7.233","2021-11-18 07:12:36","Twitter for Android",0,0,"in","","reply","jeonistlismmm",1311609396342845440,1459843275720777728,"",0,0,1311609396342845440,"https://pbs.twimg.com/profile_images/1459903641024819200/QdFY7eIx_normal.jpg",56626,291,297,"2020-10-01 06:10:38","💜","100%+sun🌻","",
477,1461306335350308866,"https://twitter.com/asyikinidil/statuses/1461306335350308866","https://twitter.com/asyikinidil/statuses/1461306335350308866","asyikinidil","RT @tyraaeee: Promo sampai 12/11 sahaja! Meh grab cepat, RM28 ONLY 🥳🥰  Delivery? Boleh! Kita hantar sampai depan rumah ❤ SLGR / KL / JB &amp; B…","Promo sampai 12/11 sahaja! Meh grab cepat, RM28 ONLY 🥳🥰  Delivery? Boleh! Kita hantar sampai depan rumah ❤ SLGR / KL / JB &amp; Batu Pahat / TRG (K. Nerus, K. Trg &amp; Marang) / MLK / N9 /Hilir Perak &amp; Teluk Intan  https://t.co/BAKbapVVdw https://t.co/IxHnpyZeqa","2021-11-18 07:12:34","Twitter for Android",0,71,"in","","retweet","",0,0,"tyraaeee",938775099892686849,1457562322499616774,443372992,"https://pbs.twimg.com/profile_images/1453342564468211720/q9tD3GVs_normal.jpg",11941,386,771,"2011-12-21 22:39:15","Agent Paparoger A010 | COD Alor Gajah, Masjid Tanah, Melaka |  https://t.co/DJU5qmIMNi | #addtocartwithikin","","",
